"2017-11-30 23:09:11.325591"
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange"
"Dhoot Industrial Finance Ltd","57.60","62.00","63.60","57.20","30.35","","","","","","","","","","526971","BSE"
"DHP India Ltd","479.00","480.50","530.05","465.05","146.00","35.12","13.64","0.42","2.00","23.17%","21.17%","24.27%","23.09%","26.53%","531306","BSE"
"Diamant Infrastructure Limited","0.73","0.73","1.45","0.73","0.61","-0.78","","","","-16.72%","8.32%","11.34%","-5.24%","-12.68%","508860","BSE"
"Diamines And Chemicals Ltd","93.75","95.00","109.65","93.60","50.40","5.32","17.64","1.60","1.50","12.29%","21.44%","26.75%","7.90%","12.60%","500120","BSE"
"Diamond Power Infrastructure Ltd","18.40","19.10","50.50","17.90","15.85","-91.20","","","","-68.93%","-55.03%","-56.76%","-27.92%","-140.58%","522163","BSE"
"Diana Tea Company Ltd","28.95","30.90","33.20","28.70","17.10","1.93","14.97","0.86","0.25","4.57%","4.52%","5.93%","2.55%","3.49%","530959","BSE"
"DIC India Ltd","493.70","493.70","593.25","493.65","432.65","-4.08","","0.81","4.00","3.23%","3.89%","6.05%","5.35%","7.80%","500089","BSE"
"Digjam Ltd","12.69","","19.06","","6.11","-3.17","","","","-22.10%","-9.88%","-5.96%","-9.46%","-19.00%","503796","BSE"
"Dil Ltd","1,640.00","1,650.00","1,650.00","1,500.90","590.00","26.41","62.10","0.15","2.50","8.56%","16.08%","7.53%","4.79%","7.46%","506414","BSE"
"Dion Global Solutions Ltd","44.00","46.85","85.00","43.05","33.00","-13.20","","","","-19.45%","-7.46%","5.56%","-7.21%","-120.10%","526927","BSE"
"DISA India Ltd","6,100.00","6,149.00","7,000.00","6,000.00","3,905.00","74.10","82.32","0.04","2.50","7.00%","8.28%","9.65%","7.51%","11.46%","500068","BSE"
"Dish TV India Limited","81.75","83.80","110.95","80.35","68.00","0.53","153.54","","","3.63%","10.84%","32.83%","2.67%","25.08%","532839","BSE"
"Dishman Pharmaceuticals&Chemicals Ltd","301.05","","346.25","","127.60","7.00","43.00","0.40","1.20","8.49%","14.18%","27.00%","3.04%","4.64%","532526","BSE"
"Divi's Laboratories Ltd","1,043.15","1,058.00","1,190.00","1,034.30","533.10","","","0.96","10.00","25.82%","33.19%","36.19%","19.17%","21.98%","532488","BSE"
"DLF Ltd","233.10","234.50","234.50","227.50","101.05","2.09","111.27","0.86","2.00","9.73%","40.91%","42.69%","1.27%","2.94%","532868","BSE"
"D Link India Ltd","129.05","130.00","154.00","128.00","82.10","6.87","18.80","0.39","0.50","2.46%","3.61%","4.29%","5.82%","10.68%","533146","BSE"
"DMC Education Ltd","0.70","","0.97","","0.00","-0.96","","","","-494.39%","-640.02%","-40.12%","-11.57%","-12.99%","517973","BSE"
"Dolat Investments Ltd","7.25","7.25","7.25","7.25","1.95","0.70","10.37","","","1.85%","2.35%","2.37%","2.16%","2.17%","505526","BSE"
"Dollex Industries Ltd","3.06","3.06","5.13","2.92","2.21","0.01","245.19","","","0.01%","1.16%","2.62%","0.00%","0.00%","531367","BSE"
"Dolphin Offshore Enterprises India Ltd.","123.45","126.20","142.90","120.00","72.80","8.78","14.06","","","6.34%","2.01%","23.98%","2.16%","2.94%","522261","BSE"
"Donear Industries Ltd.","82.00","84.00","89.65","81.20","51.10","1.77","46.39","0.24","0.20","2.10%","6.56%","9.29%","2.67%","13.30%","512519","BSE"
"Dhunseri Petrochem Ltd","130.25","134.00","153.65","130.25","71.25","","","1.54","2.00","465.28%","1.14%","3.31%","4.61%","18.94%","523736","BSE"
"DQ Entertainment International Ltd","19.40","20.10","25.85","19.30","11.50","-44.36","","","","-372.99%","-379.58%","-292.12%","-35.84%","-105.30%","533176","BSE"
"Dr Agarwals Eye Hospital Ltd","709.00","710.00","757.75","690.30","275.05","25.06","28.30","0.21","1.50","4.42%","8.87%","14.76%","8.66%","24.61%","526783","BSE"
"Dr.Reddy's Laboratories Ltd","2,286.35","2,312.35","3,247.00","2,260.05","1,901.65","72.26","31.64","0.87","20.00","8.86%","10.23%","18.01%","5.96%","10.41%","500124","BSE"
"Dredging Corporation of India Ltd.","663.00","676.00","787.90","661.30","375.00","14.42","45.98","0.45","3.00","1.26%","2.97%","19.97%","0.27%","0.49%","523618","BSE"
"D S Kulkarni Developers Ltd","26.95","26.95","69.75","24.45","16.05","14.49","1.86","4.64","1.25","-2.73%","2.77%","8.32%","-0.16%","-0.75%","523890","BSE"
"Dujodwala Paper Chemicals Ltd","6.65","","14.09","","0.00","0.01","853.66","","","0.01%","4.02%","4.98%","","","524276","BSE"
"Mangalam Organics Ltd","150.05","155.00","167.90","147.00","32.05","11.25","13.34","","","2.43%","3.39%","6.08%","3.55%","10.72%","514418","BSE"
"Duke Offshore Ltd","102.00","104.00","171.00","101.00","66.00","1.03","99.13","0.98","1.00","12.76%","23.45%","43.81%","3.92%","6.17%","531471","BSE"
"Duncans Industries Ltd","9.10","","17.05","","7.51","","","","","-16.65%","-9.59%","-7.97%","-8.77%","","590063","BSE"
"Dunlop India Limited","11.17","","9.68","","3.70","-0.73","","","","","","","-3.93%","-5.98%","509130","BSE"
"Dutron Polymers Ltd","129.75","132.05","176.70","129.75","110.25","2.39","54.29","","1.40","2.10%","4.60%","6.36%","5.06%","11.54%","517437","BSE"
"Dwarikesh Sugar Industries Ltd.","57.00","59.00","759.20","56.75","56.75","87.13","0.65","1.75","1.00","13.31%","20.55%","22.79%","15.41%","71.69%","532610","BSE"
"Dynacons Systems & Solutions Ltd","36.50","38.20","48.75","36.00","13.40","2.45","14.92","","","0.76%","2.41%","2.79%","2.34%","6.49%","532365","BSE"
"Dynamatic Technologies Limited","2,050.00","2,100.00","3,220.00","2,050.00","2,003.10","-22.77","","","","0.97%","6.21%","11.02%","1.20%","5.79%","505242","BSE"
"Dynemic Products Ltd.","193.95","194.00","201.00","184.00","101.25","","","","","9.05%","14.87%","16.99%","11.68%","19.35%","532707","BSE"
"E.I.D-Parry (India) Ltd","368.05","374.00","386.40","365.65","238.15","32.77","11.23","1.09","4.00","4.83%","8.73%","10.42%","5.13%","20.27%","500125","BSE"
"Eastcoast Steel Ltd","66.80","","70.35","","34.85","-20.98","","","","","","","-307.66%","","520081","BSE"
"Eastern Silk Industries Ltd.","4.90","5.04","9.19","4.80","2.00","5.71","0.86","","","71.05%","70.64%","-101.70%","15.23%","","590022","BSE"
"Eastern Treads Ltd","97.00","98.00","153.95","93.50","82.00","-2.22","","0.77","0.50","1.43%","3.62%","5.53%","2.87%","6.89%","531346","BSE"
"Easun Reyrolle Ltd.","23.70","24.60","38.25","23.50","15.30","-22.04","","","","-52.82%","-20.64%","1.70%","-7.98%","-44.61%","532751","BSE"
"ECE Industries Ltd","0.00","","187.50","","103.50","4.83","0.00","∞","0.10","11.04%","4.09%","-4.82%","10.43%","19.06%","532487","BSE"
"Eclerx Services Ltd","1,382.00","1,395.00","1,528.00","1,340.00","1,141.65","80.70","17.13","0.07","1.00","26.61%","31.35%","35.25%","26.34%","30.68%","532927","BSE"
"Ecoboard Industries Limited","4.90","","7.14","","4.60","-6.21","","","","-59.68%","-35.54%","-18.22%","-23.40%","","523732","BSE"
"Eco Recycling Ltd","62.00","66.50","73.00","55.70","35.20","-0.13","","","","-8.42%","-3.77%","4.95%","-2.56%","-5.48%","530643","BSE"
"Edelweiss Capital Limited","293.75","297.00","309.40","281.55","82.10","8.30","35.41","0.44","0.30","8.32%","13.91%","15.90%","1.34%","14.98%","532922","BSE"
"Edserv Softsystems Ltd","2.07","","7.24","","2.00","-6.75","","","","-6.23%","2.77%","60.94%","-2.80%","-3.21%","533055","BSE"
"Educomp Solutions Ltd","5.25","5.49","13.20","5.15","4.39","-36.52","","","","-93.78%","-34.42%","-3.08%","-9.55%","-104.77%","532696","BSE"
"Eicher Motors Ltd","29,981.05","30,239.95","33,483.95","29,900.00","20,210.00","679.98","44.09","0.33","100.00","21.00%","25.63%","27.57%","27.95%","37.05%","505200","BSE"
"EICL Ltd","0.00","","55.45","","33.30","3.20","0.00","∞","0.30","5.58%","10.58%","13.38%","7.42%","12.16%","526560","BSE"
"EIH Associated Hotels Ltd.","389.00","390.00","449.00","389.00","265.00","13.68","28.44","1.16","4.50","16.23%","22.51%","27.90%","12.70%","16.34%","523127","BSE"
"EIH Limited","150.80","152.20","161.25","148.00","92.00","","","0.60","0.90","7.93%","9.22%","17.60%","3.30%","3.83%","500840","BSE"
"Eimco Elecon Ltd.","533.90","534.00","700.00","525.00","334.10","37.54","14.22","0.94","5.00","13.33%","9.00%","11.79%","8.03%","9.11%","523708","BSE"
"E L Forge Ltd","4.30","","8.35","","4.05","-7.47","","","","-46.02%","-40.22%","-8.67%","-11.41%","","531144","BSE"
"Elango Industries Ltd","4.63","4.63","5.24","4.63","2.71","0.24","19.29","","","37.52%","44.64%","44.64%","3.68%","3.74%","513452","BSE"
"Elantas Beck India Ltd","1,900.10","1,935.00","2,211.00","1,896.00","1,551.10","65.84","28.86","0.24","4.50","14.92%","20.33%","21.96%","20.68%","27.69%","500123","BSE"
"Elder Health Care Ltd","8.55","","30.00","","6.20","-114.62","","","","-47.54%","-33.86%","-5.72%","-38.71%","","524830","BSE"
"Elder Pharmaceuticals Ltd","38.00","","118.80","","20.35","-43.28","","","","-0.65%","27.67%","-5.02%","-0.27%","-0.85%","532322","BSE"
"Electrosteel Castings Limited (Parent)","32.90","33.70","40.60","32.05","20.90","","","1.52","0.50","4.66%","10.54%","13.69%","1.72%","6.45%","500128","BSE"
"Elecon Engineering Company Ltd","80.00","82.35","85.05","78.20","45.00","-2.05","","0.62","0.50","0.84%","9.36%","13.54%","0.50%","1.52%","505700","BSE"
"Electrosteel Steels Ltd","5.25","5.25","7.20","4.90","2.85","-5.17","","","","-52.75%","-14.54%","2.72%","-11.07%","-893.62%","533264","BSE"
"Electrotherm (India) Ltd","171.40","174.05","308.80","169.10","145.20","44.93","3.81","","","-3.48%","-3.89%","3.35%","-3.56%","","526608","BSE"
"Elegant Flori and Agrotech India Ltd","4.66","","5.40","","0.00","0.21","22.04","","","46.97%","1.69%","23.77%","3.72%","4.41%","526473","BSE"
"Elegant Marbles & Granite Industries Ltd","191.50","202.95","208.70","191.00","95.00","13.60","14.08","1.04","2.00","22.09%","4.70%","5.37%","8.00%","9.39%","526705","BSE"
"ELGI Equipments Ltd","268.05","272.45","274.35","264.70","169.00","4.64","57.78","0.37","1.00","5.04%","6.58%","9.68%","6.48%","12.82%","522074","BSE"
"Elnet Technologies Ltd","145.00","151.90","159.00","145.00","88.25","13.47","10.76","0.97","1.40","34.63%","43.18%","57.73%","10.22%","13.87%","517477","BSE"
"Elpro International Limited","52.55","52.55","109.90","44.00","40.50","","","","","7.49%","42.57%","44.63%","0.84%","2.08%","504000","BSE"
"Emami Infrastructure Limited","287.70","294.15","294.15","272.90","53.30","","","","","1237.40%","7207.91%","7245.48%","0.60%","63.85%","533218","BSE"
"Emami Ltd","1,299.40","1,314.95","1,335.00","1,293.75","937.00","13.99","92.89","0.40","5.25","13.43%","17.98%","30.16%","12.85%","20.23%","531162","BSE"
"Emami Paper Mills Limited","172.00","176.00","188.00","168.05","95.00","0.26","672.45","0.70","1.20","2.28%","6.28%","11.10%","1.52%","4.33%","533208","BSE"
"Emco Ltd.","19.00","19.00","33.55","18.25","16.85","11.02","1.72","","","-9.00%","1.99%","8.59%","-4.90%","-22.26%","504008","BSE"
"Emmbi Industries Ltd","217.65","220.00","264.10","214.00","114.95","7.79","27.94","0.23","0.50","5.28%","10.66%","12.39%","7.05%","16.05%","533161","BSE"
"Emmsons International Ltd","3.93","","10.71","","3.72","","","","","-9.93%","-1.75%","-1.66%","-9.47%","-269.28%","532038","BSE"
"Empee Distilleries Limited","49.90","50.70","62.50","49.25","35.25","9.67","5.16","","","-3.96%","-2.01%","3.96%","-2.96%","-7.73%","532920","BSE"
"Empee Sugars and Chemicals Ltd","4.33","4.33","8.41","4.06","3.72","-0.41","","","","-42.44%","-38.63%","-7.49%","-8.07%","","500132","BSE"
"Empire Industries Limited","2,119.00","2,125.00","2,480.00","2,053.00","1,560.10","60.73","34.89","1.18","25.00","8.12%","14.05%","16.25%","6.28%","19.86%","509525","BSE"
"Empower India Ltd","0.49","","0.50","","0.49","","","","","0.05%","0.15%","0.28%","0.01%","0.01%","504351","BSE"
"Energy Development Company Ltd.","21.20","21.80","83.85","21.20","14.35","2.74","7.74","2.36","0.50","-5.94%","9.73%","7.98%","-1.49%","-5.00%","532219","BSE"
"Engineers India Limited","187.55","188.90","203.90","182.80","140.95","","","1.60","0.50","22.32%","20.10%","21.63%","7.71%","11.65%","532178","BSE"
"Enkei Wheels India Ltd","375.70","387.00","464.00","375.00","158.00","3.08","121.96","","","1.04%","2.89%","8.23%","1.79%","24.95%","533477","BSE"
"Ennore Coke Ltd","3.54","3.54","9.27","3.54","2.35","-12.90","","","","-1243.30%","-1530.97%","-1195.65%","-14.40%","","512369","BSE"
"Entertainment Network (India) Limited","752.10","762.00","1,008.00","745.00","690.00","8.63","87.15","0.13","1.00","9.91%","13.06%","22.74%","4.76%","6.62%","532700","BSE"
"Entegra Ltd","1.90","","3.77","","1.65","-0.75","","","","","","","-0.02%","-0.37%","532287","BSE"
"Enterprise International Ltd","8.74","","13.10","","5.17","","","","","","","","","","526574","BSE"
"Envair Electrodyne Ltd(NDA)","16.25","","40.35","","16.15","","","","","","","","","","500246","BSE"
"EPC Industries Ltd.","174.75","179.95","215.00","172.50","122.00","2.27","76.98","","","4.92%","4.77%","6.29%","5.61%","7.68%","523754","BSE"
"EPIC Energy Ltd","9.29","","11.70","","6.20","-3.64","","","","-15.04%","-15.01%","2.73%","-20.43%","-23.72%","530407","BSE"
"Apex Buildsys Ltd","9.19","","9.23","","0.00","4.99","1.84","","","-131.22%","-88.87%","-5.57%","-24.11%","-114.05%","531615","BSE"
"Era Infra Engineering Limited","1.43","","4.67","","1.40","11.13","0.13","","","-108.67%","-31.32%","-13.49%","-12.00%","","530323","BSE"
"Eros International Media Limited","211.60","216.50","308.40","210.50","155.05","25.05","8.45","","","17.38%","24.69%","57.36%","6.78%","13.71%","533261","BSE"
"Esaar (India) Ltd","4.90","","86.00","","49.00","0.38","12.81","","","0.00%","-0.12%","-0.12%","0.00%","0.00%","531502","BSE"
"Esab India Limited (Parent)","831.00","834.85","1,075.00","818.00","531.50","16.73","49.66","0.12","1.00","5.49%","4.96%","9.18%","6.40%","7.91%","500133","BSE"
"Escorts Finance Ltd","5.37","","12.83","","4.24","0.03","205.20","","","-19.52%","-21.74%","-21.74%","-0.83%","","511716","BSE"
"Escorts Limited","717.00","720.40","788.00","702.10","277.50","","","0.21","1.50","4.06%","5.61%","7.38%","5.58%","11.14%","500495","BSE"
"Eskay K'n'IT (India) Ltd.","0.24","","0.36","","0.21","-2.80","","","","-216.69%","-76.55%","9.07%","-36.37%","","514118","BSE"
"Ess Dee Aluminium Limited","46.00","46.75","68.55","45.10","28.00","-48.16","","","","-68747.04%","-54772.28%","-49073.72%","-37.37%","-122.25%","532787","BSE"
"Essar Securities Ltd","24.10","25.65","31.90","24.10","14.05","-26.66","","","","-7147.10%","-7141.15%","19.68%","-128.36%","-129.25%","533149","BSE"
"Essar Shipping Ltd","27.15","27.85","35.20","26.05","23.15","","","","","-26.65%","-0.51%","17.29%","-5.95%","-19.55%","533704","BSE"
"Essar Ports Ltd","130.70","","150.40","","80.00","9.39","13.92","0.38","0.50","4.52%","54.68%","72.48%","0.55%","1.95%","500630","BSE"
"Essel Propack Ltd","285.20","296.55","317.00","285.10","226.00","10.70","26.66","0.84","2.40","8.15%","12.50%","17.77%","9.10%","19.00%","500135","BSE"
"Ester Industries Ltd","38.00","38.60","55.00","37.25","30.00","-2.21","","","","-1.55%","1.25%","5.43%","-1.63%","-3.84%","500136","BSE"
"Euro Ceramics Limited","7.05","7.34","15.08","6.79","5.52","-17.68","","","","177.20%","175.58%","-105.91%","5.35%","","532823","BSE"
"Euro Multivision Ltd","1.89","1.89","3.93","1.72","1.23","0.93","2.02","","","-54.81%","-63.99%","0.76%","-8.10%","","533109","BSE"
"Alankit Ltd","45.00","46.40","69.75","43.90","17.35","","","0.44","0.10","15.60%","21.89%","23.60%","20.43%","32.99%","531082","BSE"
"Eurotex Industries And Exports Ltd","36.50","36.50","51.00","36.50","25.30","-11.57","","","","-6.41%","-3.60%","-1.36%","-8.12%","-21.71%","521014","BSE"
"Eveready Industries India Ltd","435.05","448.90","448.90","422.10","190.00","17.50","24.85","0.46","1.00","6.58%","8.38%","9.43%","12.68%","37.73%","531508","BSE"
"Everest Industries Limited","534.90","549.60","583.75","530.00","182.00","5.94","89.98","0.19","1.00","0.11%","1.23%","3.38%","0.14%","0.36%","508906","BSE"
"Everest Kanto Cylinder Ltd","52.15","53.80","58.55","51.85","29.55","7.03","7.42","","","13.86%","21.23%","12.01%","7.29%","20.68%","532684","BSE"
"Everonn Education Ltd","12.25","","36.35","","9.70","-42.48","","","","-2867.18%","-1764.95%","-83.95%","-169.69%","","532876","BSE"
"Excel Crop Care Limited","2,079.80","2,090.00","2,120.00","2,050.10","1,600.00","","","0.60","12.50","7.74%","10.06%","10.56%","10.74%","17.94%","532511","BSE"
"Excel Glasses Ltd","0.92","","1.91","","0.00","","","","","","","","","","502223","BSE"
"Excel Realty N Infra Ltd","128.50","134.95","135.90","126.70","32.10","0.84","153.54","","","0.98%","3.14%","4.02%","0.17%","0.18%","533090","BSE"
"Exide Industries Ltd","205.35","207.25","249.70","203.00","170.40","","","1.17","1.60","6.59%","9.36%","11.21%","4.85%","17.00%","500086","BSE"
"Explicit Finance Ltd","2.50","","5.88","","2.37","-0.44","","","","-6.53%","-1.30%","-1.16%","-4.12%","-4.19%","530571","BSE"
"Expo Gas Containers Ltd","8.40","8.40","14.29","8.10","8.10","","","","","","","","","","526614","BSE"
"Facor Alloys Ltd","4.00","4.14","6.24","3.80","1.62","0.29","13.58","","","-6.06%","4.37%","11.33%","-3.39%","-7.85%","532656","BSE"
"Facor Steels Limited","0.27","","0.39","","0.25","-0.52","","","","-949.72%","-702.25%","-423.28%","-21.70%","","532657","BSE"
"Fact Enterprise Ltd","0.46","","1.85","","0.43","","","","","","","","-0.02%","-0.03%","511668","BSE"
"Schaeffler India Ltd","5,159.95","5,237.65","5,311.65","5,139.00","3,780.00","135.31","38.13","0.23","12.00","10.03%","11.97%","15.27%","11.13%","14.25%","505790","BSE"
"Fairdeal Filaments Ltd","51.90","52.95","52.95","49.65","26.75","2.73","19.00","2.41","1.25","0.86%","2.89%","4.17%","2.53%","9.26%","514474","BSE"
"Falcon Tyres Ltd","6.70","","12.76","","5.15","13.53","0.50","","","-156.25%","-157.12%","-114.57%","-9.24%","-2.82%","509527","BSE"
"Fame India Ltd.","35.05","","59.50","","34.70","-1.03","","","","-5.23%","-5.09%","12.86%","-5.32%","-10.07%","532631","BSE"
"Farmax India Limited","0.09","","0.23","","0.09","","","","","-59.88%","-61.62%","-51.89%","-25.00%","","590094","BSE"
"Fast Track Entertainment Ltd","0.58","","2.19","","0.00","0.00","","","","0.01%","0.01%","1.87%","","","532084","BSE"
"FCS Software Solutions Limited","0.22","","0.39","","0.21","-0.25","","","","-124.48%","-149.08%","-20.72%","-11.02%","-12.10%","532666","BSE"
"F D C Ltd","213.85","213.85","233.45","206.80","164.00","2.87","74.55","1.05","2.25","17.94%","19.31%","23.17%","13.85%","16.03%","531599","BSE"
"Federal-Mogul Goetze (India) Limited","521.00","525.00","650.80","511.00","460.05","","","","","6.19%","10.15%","16.12%","7.48%","13.47%","505744","BSE"
"Fedders Electric & Engineering Ltd","78.15","82.15","96.25","77.70","57.20","14.37","5.44","1.28","1.00","1.51%","6.88%","7.84%","1.72%","4.67%","500139","BSE"
"Federal Bank Ltd","110.65","112.70","127.75","110.05","61.85","3.15","35.16","0.81","0.90","20.25%","31.84%","41.26%","0.81%","10.19%","500469","BSE"
"Fenoplast Ltd","52.05","52.05","88.55","51.90","38.00","0.93","56.08","","","0.29%","7.42%","8.30%","0.39%","1.89%","526689","BSE"
"Ferro Alloys Corporation Ltd (Parent)","16.20","16.20","25.19","16.20","6.11","3.19","5.09","","","3.30%","7.30%","8.28%","4.11%","7.62%","500141","BSE"
"Fertilisers & Chemicals Travancore Ltd","43.15","44.40","63.65","43.15","22.25","-5.76","","","","-10.65%","5.26%","3.72%","-12.23%","","590024","BSE"
"Fervent Synergies Ltd","22.70","","35.30","","17.25","0.69","32.95","","","6.16%","6.83%","6.86%","5.91%","6.09%","533896","BSE"
"F G P Ltd","1.57","","3.01","","1.45","-0.11","","","","-639.62%","-840.33%","-839.09%","-20.82%","-21.82%","500142","BSE"
"Fiberweb (India) Ltd","352.55","358.50","389.00","345.00","123.75","21.27","16.58","","","13.22%","13.19%","15.26%","19.20%","72.27%","507910","BSE"
"FIEM Industries Limited","896.00","930.00","1,229.30","896.00","821.40","8.83","101.43","0.89","8.00","3.25%","6.31%","11.56%","4.28%","9.51%","532768","BSE"
