"2017-11-30 23:09:11.325591" 
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange" 
"Housing Development Finance Corp Ltd","1,677.85","1,704.00","1,804.50","1,673.00","1,185.00","69.99","23.97","1.07","15.00","14.42%","19.08%","19.38%","1.98%","19.66%","500010","BSE"
"HDFC Bank Limited","1,856.70","1,875.00","1,876.95","1,841.55","1,165.00","7.77","238.89","0.59","11.00","31.78%","48.57%","64.42%","1.85%","18.37%","500180","BSE"
"HEG Limited","1,748.25","1,777.40","2,098.75","1,702.05","146.20","25.13","69.57","","","-4.93%","0.82%","9.07%","-2.32%","-4.54%","509631","BSE"
"Heidelbergcement India Ltd","156.05","159.00","175.00","155.00","101.75","3.65","42.74","1.28","2.00","3.81%","8.99%","13.94%","3.03%","8.19%","500292","BSE"
"Helios&Matheson Information Technlgy Ltd","8.97","","67.40","","8.55","24.94","0.36","","","8.04%","14.55%","21.80%","8.04%","15.24%","532347","BSE"
"Hercules Hoists Ltd.","153.90","157.40","188.75","152.00","125.00","1.24","124.03","0.65","1.00","8.09%","-1.35%","-2.26%","2.66%","3.15%","505720","BSE"
"Heritage Foods Ltd","782.75","802.70","1,566.35","763.50","652.00","10.80","72.46","0.19","1.50","4.36%","6.37%","7.69%","10.71%","19.27%","519552","BSE"
"Hero Motocorp Ltd","3,642.30","3,677.45","4,200.00","3,636.00","2,957.00","105.30","34.59","2.33","30.00","11.46%","13.21%","14.83%","25.14%","37.43%","500182","BSE"
"Hester Biosciences Ltd","1,145.00","1,180.00","1,300.00","1,145.00","691.50","9.71","117.87","0.55","4.00","18.44%","27.60%","33.39%","11.23%","21.19%","524669","BSE"
"Hexa Tradex Ltd","35.60","35.60","36.45","34.40","14.20","","","","","-89.84%","-92.23%","-92.22%","-3.50%","-3.92%","534328","BSE"
"Hexaware Technologies Limited","336.35","342.00","349.00","331.10","187.50","16.57","20.30","1.19","1.00","11.80%","14.68%","16.26%","19.13%","26.28%","532129","BSE"
"Hinduja Global Solutions Ltd","700.35","723.75","752.75","694.00","490.65","89.45","7.83","1.43","2.50","4.83%","8.07%","11.92%","7.26%","14.22%","532859","BSE"
"High Energy Batteries (India) Ltd","333.40","340.00","415.20","331.10","192.35","22.09","15.09","","","1.53%","12.95%","15.70%","1.22%","30.13%","504176","BSE"
"Hikal Limited","238.50","241.00","264.90","230.40","191.35","4.74","50.34","0.50","0.60","6.30%","12.55%","19.78%","4.89%","10.78%","524735","BSE"
"Real News & Views Ltd","25.00","","29.60","","11.70","-5.52","","","","-66.61%","-74.55%","-38.09%","-14.24%","-26.11%","530053","BSE"
"Hilton Metal Forging Limitied","42.00","43.15","54.55","40.65","16.05","-0.01","","","","-0.08%","2.00%","5.22%","-0.06%","-0.10%","532847","BSE"
"Himachal Futuristic Communications (P)","28.65","29.05","35.95","27.75","11.85","0.99","28.89","","","5.20%","7.09%","8.01%","5.60%","13.63%","500183","BSE"
"Himadri Speciality Chemical Ltd","164.25","166.70","178.30","160.00","32.70","2.83","58.07","0.06","0.10","5.53%","15.34%","17.54%","3.88%","8.67%","500184","BSE"
"Himalya International Ltd.","26.30","27.00","42.90","25.75","15.30","-1.44","","","","-2.01%","12.05%","21.44%","-0.67%","-1.57%","526899","BSE"
"Himatsingka Seide Limited","328.75","333.75","400.00","325.00","266.70","19.48","16.87","0.76","2.50","8.52%","15.00%","17.95%","7.16%","18.61%","514043","BSE"
"Hind Aluminium Industries Ltd.","121.95","124.05","158.40","119.25","83.05","8.86","13.77","1.31","1.60","1.30%","3.01%","3.62%","2.95%","8.79%","531979","BSE"
"Hindoostan Mills Ltd","324.00","334.45","479.00","324.00","311.10","-79.25","","1.39","4.50","-8.39%","-8.46%","-0.18%","-10.25%","-17.35%","509895","BSE"
"Hindustan Unilever Ltd","1,268.00","1,277.00","1,314.50","1,259.00","782.95","7.49","169.32","1.42","8.00","12.59%","16.73%","17.73%","29.52%","67.40%","500696","BSE"
"Hindustan Construction Company Ltd","38.50","39.45","48.00","38.25","31.90","","","","","-9.00%","5.62%","7.92%","-5.39%","","500185","BSE"
"Hindustan Copper Ltd.","95.00","97.75","110.55","94.65","55.45","1.04","91.02","0.21","0.20","5.09%","0.46%","12.09%","2.09%","4.32%","513599","BSE"
"Hindustan Dorr-Oliver Ltd","7.31","7.50","13.85","7.31","1.52","3.54","2.07","","","-557.04%","-329.00%","-23.09%","-73.40%","","509627","BSE"
"Hindustan Hardy Spicer Ltd","90.50","90.50","138.90","90.50","76.00","-8.20","","","","-2.47%","-1.37%","0.90%","-3.73%","-12.38%","505893","BSE"
"Hind Industries Ltd","10.80","","26.45","","10.80","","","","","-521.07%","-440.84%","-417.38%","-66.54%","","526307","BSE"
"Hindustan Motors Limited","7.76","7.94","12.80","7.67","6.66","-1.66","","","","-1872.47%","-977.36%","-912.96%","-42.19%","","500500","BSE"
"Hindusthan National Glass & Industries","130.00","130.00","146.00","130.00","74.20","","","","","-5.83%","5.86%","9.42%","-3.17%","-25.03%","515145","BSE"
"Hindustan Oil Exploration Company Ltd","125.35","128.20","135.00","124.35","58.50","1.70","73.67","","","141.06%","80.91%","14.53%","7.10%","11.15%","500186","BSE"
"Hindustan Petroleum Corporation Limited","416.85","420.20","493.00","410.85","273.30","8.94","46.60","1.84","0.73","3.84%","3.75%","5.05%","10.99%","43.65%","500104","BSE"
"Hind Rectifiers Ltd","123.25","125.60","148.40","117.75","75.10","-4.89","","","","-6.12%","-4.45%","4.35%","-5.72%","-11.67%","504036","BSE"
"Hindustan Tin Works Limited","89.75","90.60","116.80","89.10","57.10","5.86","15.32","1.11","1.00","2.67%","6.05%","9.03%","2.70%","5.70%","530315","BSE"
"Hindalco Industries Ltd","240.35","247.40","278.50","239.50","148.05","9.18","26.19","0.46","1.10","1.83%","8.06%","12.42%","1.30%","4.38%","500440","BSE"
"Hindustan Adhesives Ltd","82.00","82.00","104.00","79.60","53.50","3.43","23.87","1.22","1.00","6.27%","10.03%","14.76%","8.55%","21.99%","514428","BSE"
"Hinduja Foundries Limited","37.15","","65.00","","28.45","-13.60","","","","","","","","","505982","BSE"
"Hinduja Ventures Ltd (Parent)","549.30","572.80","590.00","537.00","437.40","39.02","14.08","3.19","17.50","-25.98%","-7.06%","10.45%","-8.62%","-10.20%","500189","BSE"
"Hindustan Zinc Ltd","299.65","305.10","333.40","298.30","226.75","23.18","12.93","1.27","2.00","44.24%","42.17%","51.81%","15.84%","24.39%","500188","BSE"
"Dhenu Buildcon Infra Ltd","2.89","","3.78","","2.80","-0.47","","","","","","","-8.04%","-8.97%","501945","BSE"
"Hiran Orgochem Ltd","0.48","","0.70","","0.40","0.09","5.57","","","","","","3.56%","","506170","BSE"
"Johnson Controls-Htch Ar Cndtng Ind Ltd","2,510.50","2,610.95","2,775.00","2,510.50","1,310.00","28.99","86.59","0.06","1.50","4.11%","5.91%","8.49%","7.33%","20.34%","523398","BSE"
"Hi-Tech Gears Ltd","436.20","453.90","453.90","405.00","281.50","10.86","40.17","0.57","1.25","4.53%","7.13%","12.35%","5.53%","9.93%","522073","BSE"
"Hitech Corporation Ltd","170.45","173.00","235.80","169.00","142.50","4.12","41.42","0.53","0.90","2.93%","5.27%","8.49%","4.80%","6.87%","526217","BSE"
"HMT Ltd","40.50","41.30","49.00","39.00","31.00","","","","","-69.41%","-71.43%","-69.00%","-19.91%","","500191","BSE"
"Hindustan Media Ventures Ltd","247.00","250.50","297.95","244.55","225.00","23.42","10.54","0.49","1.20","20.74%","20.22%","22.38%","14.08%","18.25%","533217","BSE"
"Honda Siel Power Products Limited","1,340.40","1,371.00","1,572.05","1,310.05","1,296.10","51.40","26.08","0.56","7.50","8.15%","10.28%","13.59%","11.34%","14.46%","522064","BSE"
"Honeywell Automation India Ltd.","17,121.00","17,325.00","17,837.00","17,053.90","8,250.65","243.15","70.41","0.06","10.00","6.93%","11.47%","12.14%","9.13%","15.39%","517174","BSE"
"Hotel Leela Venture Limited","21.00","21.20","27.25","20.70","15.70","3.00","6.99","","","-14.64%","5.13%","25.20%","-2.11%","-54.99%","500193","BSE"
"Housing Development & Infrastructure","62.60","63.85","101.85","61.40","45.10","4.00","15.63","","","24.71%","83.65%","84.69%","1.00%","1.58%","532873","BSE"
"HOV Services Limited","275.45","281.70","350.50","271.00","101.00","43.01","6.40","","","-6.15%","-4.41%","1.12%","-0.46%","-78.35%","532761","BSE"
"Howard Hotels Ltd","7.27","7.58","11.23","7.24","5.68","0.02","352.06","","","-0.34%","-1.86%","6.18%","-0.18%","-0.24%","526761","BSE"
"HSIL Ltd","513.35","531.55","564.35","511.20","271.65","5.17","99.32","0.78","4.00","4.49%","8.17%","13.14%","3.49%","7.08%","500187","BSE"
"HT Media Ltd","99.45","101.00","108.80","99.05","69.50","9.66","10.29","0.40","0.40","9.82%","7.70%","13.28%","5.40%","7.89%","532662","BSE"
"Hubtown Ltd","130.30","134.15","173.00","124.55","83.40","0.07","1,940.43","","","-10.46%","62.06%","63.79%","-1.18%","-3.96%","532799","BSE"
"HIL Ltd","1,355.30","1,368.50","1,425.00","1,341.55","582.00","89.60","15.13","1.48","10.00","5.18%","5.16%","9.70%","6.12%","11.35%","509675","BSE"
"Kingfa Science and Technolgy (India) Ltd","832.75","850.00","944.70","832.50","615.00","12.00","69.39","","","2.77%","3.68%","4.39%","3.74%","6.52%","524019","BSE"
"Indian Bright Steel Co Ltd","18.35","","19.30","","18.35","-1.32","","","","","","","-14.61%","-16.44%","504731","BSE"
"ICSA (India) Ltd","2.60","2.65","3.75","2.50","2.30","-1.81","","","","","","","-2.37%","","531524","BSE"
"IG Petrochemicals Ltd","706.00","717.95","796.10","705.60","217.00","19.54","36.12","0.42","3.00","9.75%","14.14%","15.80%","15.86%","29.59%","500199","BSE"
"Indiabulls Ventures Ltd","273.55","276.00","306.00","256.50","18.50","4.42","61.88","1.10","1.00","24.98%","11.28%","17.10%","4.14%","25.65%","532960","BSE"
"ICICI Bank Ltd","307.80","315.00","332.30","306.40","224.45","5.47","56.24","0.74","2.27","14.43%","17.58%","34.83%","1.19%","10.25%","532174","BSE"
"ICRA Ltd","3,960.00","3,960.00","4,448.00","3,960.00","3,726.00","88.77","44.61","0.68","27.00","27.17%","27.84%","30.41%","14.06%","17.61%","532835","BSE"
"IDBI Bank Ltd","60.60","62.25","86.50","60.40","50.25","","","","","-50.93%","-85.70%","-32.81%","-1.37%","-19.55%","500116","BSE"
"Idea Cellular Ltd","94.25","94.90","123.75","92.10","66.60","-7.47","","0.64","0.60","-1.12%","6.79%","28.79%","-0.45%","-1.66%","532822","BSE"
"IEC Education Ltd","4.00","4.00","5.00","3.62","3.02","-0.37","","","","-2097.94%","-4591.77%","-2496.30%","-1.38%","-1.47%","531840","BSE"
"Ifb Agro Industries Ltd","699.00","718.80","757.00","685.50","360.00","35.36","19.77","","","3.87%","3.86%","6.32%","8.44%","12.01%","507438","BSE"
"IFB Industries Ltd","1,383.00","1,432.00","1,432.00","1,382.60","414.15","10.72","128.98","","","2.93%","3.22%","5.75%","5.99%","11.51%","505726","BSE"
"IFCI Limited","24.80","25.25","33.40","24.70","20.60","","","","1.00","-9.06%","-18.94%","-17.25%","-0.88%","-5.09%","500106","BSE"
"IFGL Refractories Ltd","280.10","","341.50","","117.50","","","0.71","2.00","6.30%","6.91%","9.07%","7.57%","11.47%","532133","BSE"
"IFL Promoters Ltd","0.80","","0.80","","0.40","0.01","101.14","","","7.13%","30.35%","30.35%","0.26%","0.49%","511682","BSE"
"Igarashi Motors India Ltd.","881.00","895.00","1,125.00","881.00","668.00","23.62","37.29","0.75","6.61","14.83%","19.40%","23.74%","15.39%","22.72%","517380","BSE"
"IL & FS Investment Managers Ltd","28.55","29.45","29.45","24.30","13.20","0.41","68.94","2.10","0.60","6.76%","0.33%","16.74%","1.63%","1.74%","511208","BSE"
"IL&FS Transportation Networks Ltd","82.50","85.40","124.80","78.30","70.00","4.34","19.02","2.42","2.00","0.64%","35.03%","39.61%","0.14%","3.52%","533177","BSE"
"Il&Fs Engineering & Construction Co Ltd","48.85","48.85","65.95","48.85","31.00","","","","","-2.57%","5.58%","8.16%","-1.18%","","532907","BSE"
"Impex Ferro Tech Ltd","1.20","","2.50","","1.17","-14.38","","","","-88.29%","-90.24%","-84.21%","-24.06%","","532614","BSE"
"IMP Powers Ltd","110.00","113.95","118.80","104.50","71.80","4.08","26.93","0.45","0.50","0.91%","7.45%","9.00%","0.97%","3.37%","517571","BSE"
"In House Productions Ltd","4.72","","6.60","","4.72","-28.33","","","","-8024.45%","-8048.15%","-8023.85%","-112.76%","-224.23%","526610","BSE"
"Inani Marbles And Industries Ltd","21.75","22.00","50.95","20.60","18.70","0.82","26.62","0.18","0.04","3.69%","9.41%","15.50%","1.94%","4.00%","531129","BSE"
"India Cements Capital Ltd","4.76","4.76","5.07","4.76","2.74","","","","","9.52%","9.83%","12.28%","0.73%","2.01%","511355","BSE"
"IIFL Holdings Ltd","611.10","618.00","738.80","587.90","245.00","24.87","24.57","0.98","4.50","16.78%","24.71%","25.81%","2.91%","17.80%","532636","BSE"
"Indian Terrain Fashions Ltd","204.00","207.25","252.55","197.50","131.20","7.51","27.16","","","6.85%","10.94%","11.72%","9.45%","15.68%","533329","BSE"
"Indian Acrylics Ltd","16.20","16.80","24.60","16.00","13.25","0.81","19.96","","","4.61%","6.95%","9.64%","5.86%","25.38%","514165","BSE"
"IND Bank Housing Ltd","26.60","","39.55","","17.85","-2.22","","","","-1057.39%","-1057.39%","-1057.20%","-97.73%","","523465","BSE"
"Indbank Merchant Banking Services Ltd","21.10","21.15","26.90","20.70","12.00","1.06","19.91","","","57.99%","23.32%","29.70%","8.68%","10.32%","511473","BSE"
"Indian Card Clothing Company Ltd","187.60","191.00","225.00","186.45","170.00","","","1.07","2.00","10.62%","-17.99%","-8.09%","4.60%","6.75%","509692","BSE"
"India Glycols Ltd.","449.00","465.00","465.00","447.00","125.50","64.03","7.01","0.22","1.00","0.97%","4.65%","6.65%","0.99%","4.77%","500201","BSE"
"Indian Hume Pipe Company Ltd","483.40","488.95","591.00","479.10","338.00","19.12","25.28","0.70","2.40","5.49%","10.95%","11.54%","8.26%","27.97%","504741","BSE"
"IND Swift Ltd.","8.30","8.30","11.84","8.30","5.01","-69.67","","","","-136.15%","-133.80%","-114.34%","-42.29%","","524652","BSE"
"Indian Toners & Developers Ltd","310.00","315.90","335.00","300.00","120.25","16.84","18.41","0.48","1.50","18.23%","19.36%","22.06%","14.25%","15.03%","523586","BSE"
"Indag Rubber Ltd","168.20","171.95","235.00","168.00","166.90","8.39","20.05","1.43","0.90","11.91%","14.32%","16.03%","10.82%","13.40%","509162","BSE"
"Indiabulls Real Estate Ltd","213.10","220.50","269.50","203.65","65.00","9.03","23.60","","","15.28%","25.42%","28.15%","1.93%","9.88%","532832","BSE"
"Soril Holdings and Ventures Ltd","223.95","223.95","234.70","209.00","19.15","-4.71","","","","-9.67%","-4.81%","13.66%","-1.20%","-2.46%","533520","BSE"
"India Cements Ltd","172.80","175.80","226.00","172.00","105.10","","","0.58","1.00","2.69%","10.49%","15.23%","1.46%","2.95%","530005","BSE"
"India Gelatine & Chemicals Ltd.","115.00","116.30","157.75","112.35","62.55","4.11","28.01","0.78","0.90","3.77%","-3.69%","0.80%","1.80%","2.33%","531253","BSE"
"India Home Loan Ltd","146.10","152.00","161.00","140.85","72.20","1.31","111.42","0.07","0.10","17.94%","50.76%","52.04%","2.50%","3.98%","530979","BSE"
"India Motor Parts Limited","985.20","1,080.00","1,100.00","985.20","729.00","32.13","30.66","1.12","6.00","5.25%","6.63%","6.79%","8.91%","11.23%","590065","BSE"
"India Nippon Electricals Ltd","1,082.90","1,149.50","1,424.80","1,063.60","472.00","","","0.92","6.00","7.50%","8.44%","9.60%","8.59%","11.12%","532240","BSE"
"India Nivesh Ltd","49.35","49.35","53.60","49.25","36.00","","","0.04","0.02","","","","","","501700","BSE"
"India Tourism Development Corp Ltd","511.45","521.90","745.80","510.00","172.60","","","0.26","1.33","1.83%","-1.60%","2.31%","1.47%","2.86%","532189","BSE"
"RattanIndia Power Ltd","8.51","8.51","9.60","7.40","5.33","-1.47","","","","-45.35%","33.13%","51.53%","-3.02%","-14.30%","533122","BSE"
"Indiabulls Financial Services Limited","272.30","","345.50","","178.55","37.63","7.24","6.24","5.50","26.17%","34.37%","84.03%","3.50%","21.09%","532544","BSE"
"IndiaCo Ventures Ltd","6.77","","6.77","","3.64","-1.74","","","","-586.65%","-586.65%","-523.32%","-8.88%","-9.10%","506131","BSE"
"Indian Bank","392.70","404.00","428.00","389.00","196.20","20.13","19.51","1.53","6.00","19.17%","23.95%","30.89%","0.67%","8.57%","532814","BSE"
"Indian Hotels Company Ltd","123.20","125.05","145.65","119.65","94.00","0.48","258.49","0.27","0.33","-2.07%","7.45%","15.16%","-0.90%","-2.48%","500850","BSE"
"Indian Infotech and Software Ltd","0.19","0.19","0.34","0.19","0.14","-0.06","","","","-3.78%","1.73%","68.94%","","","509051","BSE"
"INDIAN METALS & FERRO ALLOYS LTD","594.80","606.60","823.00","592.00","385.00","","","3.36","10.00","14.65%","23.86%","30.27%","10.16%","26.25%","533047","BSE"
"Indian Oil Corporation Limited","393.50","396.00","462.60","388.50","290.25","10.56","37.27","4.83","1.00","4.49%","6.05%","7.56%","8.07%","20.67%","530965","BSE"
"Indian Overseas Bank","24.15","24.30","32.25","23.90","21.50","-11.65","","","","-39.90%","-39.49%","-19.15%","-1.31%","-23.23%","532388","BSE"
"Indian Sucrose Ltd","57.25","58.15","62.45","56.00","27.65","10.98","5.21","","","7.08%","14.87%","16.77%","7.65%","38.55%","500319","BSE"
"Indo Amines Ltd","123.50","131.75","144.90","121.00","65.40","2.76","44.70","0.81","1.00","5.06%","7.87%","12.01%","7.89%","26.24%","524648","BSE"
"Indo Borax and Chemicals Ltd","319.00","319.80","351.00","315.05","211.50","13.63","23.41","0.47","1.50","11.96%","13.06%","15.27%","7.88%","8.77%","524342","BSE"
"Indo Count Industries Ltd","118.20","123.20","209.90","116.00","95.00","-2.58","","0.56","0.40","10.78%","13.56%","15.09%","15.92%","31.46%","521016","BSE"
"Indo Rama Synthetics (India) Limited","34.70","35.30","42.60","34.10","26.20","2.65","13.11","2.88","1.00","-2.97%","-2.79%","-0.17%","-4.54%","-14.55%","500207","BSE"
"Indo Thai Securities Ltd","59.25","62.90","70.00","57.80","17.10","4.39","13.50","1.69","1.00","7.46%","-6.06%","-4.15%","6.25%","7.19%","533676","BSE"
"Indo-City Infotech Ltd","2.54","","3.80","","1.99","","","","","","","","","","532100","BSE"
"Indoco Remedies Ltd","274.95","284.65","314.00","274.95","179.00","4.64","59.31","0.58","1.60","7.03%","8.53%","14.30%","7.21%","12.55%","532612","BSE"
"Indokem Ltd","33.70","34.00","43.90","33.45","15.39","-0.01","","","","0.65%","0.85%","2.08%","0.78%","2.17%","504092","BSE"
"Indosolar Limited","7.38","7.64","12.05","7.05","5.79","-1.13","","","","-13.15%","9.70%","16.11%","-5.23%","","533257","BSE"
"Indo Tech Transformers Limited","197.90","207.00","258.05","196.20","177.05","-10.30","","","","-10.93%","-9.86%","-6.63%","-7.87%","-11.09%","532717","BSE"
"Indraprastha Gas Limited","326.70","328.25","1,624.00","319.60","290.75","6.54","49.94","0.52","1.00","14.36%","18.88%","22.83%","15.87%","21.72%","532514","BSE"
"Indraprastha Medical Corporation Limited","52.25","52.85","64.30","51.60","50.25","2.16","24.24","3.44","1.80","3.43%","6.23%","10.21%","5.69%","11.55%","532150","BSE"
"Indsil Hydro Power and Manganese Ltd","141.00","142.05","154.50","139.00","51.70","6.19","22.78","0.57","0.80","0.67%","3.80%","8.69%","0.59%","2.05%","522165","BSE"
"Ind Swift Laboratories Limited","35.00","35.00","47.90","34.25","31.00","16.37","2.14","","","-5.62%","1.77%","14.42%","-1.81%","-7.69%","532305","BSE"
"Industrial & Prudential Investment","1,399.00","1,444.90","1,499.00","1,399.00","960.00","","","1.79","25.00","85.48%","89.19%","89.35%","4.00%","12.09%","501298","BSE"
"Industrial Investment Trust Ltd","109.00","115.00","159.00","109.00","66.50","","","","","-8.55%","-9.56%","-10.11%","-1.85%","-5.15%","501295","BSE"
"Indus Fila Limited","1.27","","4.50","","1.27","-33.32","","","","-1198454.00%","-247288.80%","-44392.39%","-70.23%","","532821","BSE"
"Indusind Bank Ltd","1,655.00","1,679.80","1,818.00","1,654.95","1,045.20","40.16","41.21","0.36","6.00","28.02%","42.60%","58.56%","1.78%","14.96%","532187","BSE"
"Infinite Computer Solutions (In) Ltd","253.95","257.00","280.00","252.00","186.43","31.39","8.09","","","5.10%","6.58%","8.17%","6.68%","13.59%","533154","BSE"
"Info Edge India Ltd","1,291.20","1,328.00","1,339.50","1,238.00","796.35","5.22","247.12","0.48","2.50","-4.81%","13.04%","20.41%","-2.14%","-1.51%","532777","BSE"
"Info Drive Software Ltd","0.19","0.19","0.26","0.19","0.11","0.02","10.78","","","7.78%","8.08%","8.31%","3.29%","4.89%","530703","BSE"
"Infomedia Press Ltd","3.25","","7.10","","2.95","-0.63","","","","","","","-38.86%","","509069","BSE"
"Infosys Ltd","974.95","989.80","1,045.00","967.35","861.50","63.49","15.36","2.85","13.00","20.96%","24.68%","27.37%","18.08%","21.95%","500209","BSE"
"Cyient Ltd (Parent)","576.20","580.70","596.00","553.85","435.05","32.94","17.49","1.74","5.00","9.42%","9.86%","13.23%","11.58%","17.42%","532175","BSE"
"IDFC Ltd","62.25","62.80","67.95","61.45","50.20","4.49","13.86","0.40","0.25","12.51%","17.09%","19.88%","1.28%","6.68%","532659","BSE"
"ING Vysya Bank Ltd","1,027.70","","1,055.50","","540.00","","","0.58","6.00","25.11%","37.31%","68.39%","1.14%","11.24%","531807","BSE"
"Ingersoll Rand India Limited","787.45","802.50","940.00","785.00","645.00","24.43","32.23","0.76","3.00","11.41%","9.13%","10.87%","6.51%","7.57%","500210","BSE"
"Innovative Tech Pack Ltd","104.75","109.00","114.50","103.00","47.50","4.17","25.13","0.24","0.25","8.84%","15.78%","23.31%","10.16%","26.94%","523840","BSE"
"Innovassynth Investments Ltd","12.45","12.50","17.20","11.45","7.45","-0.15","","","","","","","-1.43%","-1.50%","533315","BSE"
"Innocorp Ltd","1.21","","4.04","","1.11","-4.22","","","","-121.32%","-30.54%","-8.14%","-33.95%","-92.01%","531929","BSE"
"Innoventive Industries Ltd","4.20","","13.49","","4.20","10.47","0.40","","","-91.33%","-57.32%","-39.34%","-46.88%","","533402","BSE"
"INOX Leisure Ltd","278.05","284.00","305.85","272.00","193.00","5.22","53.29","","","2.51%","5.34%","12.34%","2.79%","5.70%","532706","BSE"
"Insecticides India Ltd.","815.00","823.95","965.60","813.00","467.50","19.15","42.55","0.25","2.00","5.27%","8.91%","10.40%","6.00%","13.34%","532851","BSE"
"Insilco Ltd","33.70","34.90","36.65","31.85","22.35","0.31","108.02","","","1.14%","-1.81%","1.04%","1.01%","1.08%","500211","BSE"
"International Conveyors Ltd","24.00","24.40","29.90","21.00","16.70","0.67","35.58","0.21","0.05","0.65%","3.70%","8.58%","0.30%","0.56%","509709","BSE"
"Intec Capital Ltd","41.90","41.90","64.90","41.90","38.05","0.19","222.18","","","0.36%","57.29%","58.01%","0.05%","0.21%","526871","BSE"
"Integrated Hitech Ltd","4.57","","5.34","","0.00","","","","","","","","","","532303","BSE"
"Intellvisions Software Ltd","0.00","","41.90","","23.00","0.46","0.00","∞","0.50","2.44%","3.37%","9.53%","1.55%","2.05%","531777","BSE"
"Intense Technologies Ltd.","87.55","92.25","248.70","87.00","75.15","1.95","44.93","","","6.66%","15.23%","19.81%","7.06%","8.48%","532326","BSE"
"Interworld Digital Ltd","0.15","","0.16","","0.15","-0.02","","","","-1581.02%","-1451.49%","-97.61%","-0.80%","-0.91%","532072","BSE"
"International Combustions India Limited","500.00","530.00","1,139.80","480.00","268.00","-4.14","","","","1.15%","-1.81%","3.29%","0.73%","1.24%","505737","BSE"
"International Travel House Ltd.","217.25","218.00","264.20","211.75","180.00","13.12","16.56","1.96","4.25","5.54%","7.02%","13.00%","5.39%","6.98%","500213","BSE"
"National Fittings Ltd","208.50","212.00","285.00","201.55","195.00","10.66","19.55","1.92","2.00","15.13%","21.62%","23.18%","28.47%","42.88%","531289","BSE"
"Intrasoft Technologies Ltd","697.10","714.70","714.70","636.70","306.00","9.04","77.14","0.29","2.00","1.47%","1.68%","1.88%","6.97%","11.07%","533181","BSE"
"Inventure Growth and Securities Ltd","14.79","14.95","20.99","13.76","10.50","0.06","255.62","","","1.64%","29.10%","32.15%","0.21%","0.29%","533506","BSE"
"Investment & Precision Castings Ltd","400.65","419.00","419.00","379.20","152.00","6.48","61.80","0.17","1.00","4.61%","10.80%","16.23%","4.19%","7.99%","504786","BSE"
"Invicta Meditek Ltd","3.91","","4.09","","2.55","-0.14","","","","","","","-6.25%","-14.42%","523844","BSE"
"Source Natural Foods&Herbal Supplements","138.80","138.80","220.00","138.80","64.35","2.72","51.08","","","8.81%","9.17%","11.39%","15.48%","22.42%","531398","BSE"
"IOL Chemicals and Pharmaceuticals Ltd.","79.00","81.50","104.00","77.00","42.00","1.77","44.68","","","0.59%","10.12%","14.33%","0.53%","2.26%","524164","BSE"
"Ion Exchange (India) Ltd","455.00","457.95","638.00","450.00","276.00","","","0.77","3.50","2.80%","6.99%","8.29%","3.33%","15.40%","500214","BSE"
"IP Rings Limited","181.45","187.75","283.95","180.00","120.50","0.96","188.41","","","-0.76%","2.77%","7.79%","-0.84%","-2.28%","523638","BSE"
"IPCA Laboratories Ltd","541.15","551.70","656.00","533.50","400.00","5.92","91.47","0.18","1.00","6.32%","8.10%","13.49%","5.17%","8.25%","524494","BSE"
"Irb Infrastructure Developers Ltd","229.40","233.00","272.40","227.25","183.10","24.59","9.33","2.83","2.50","12.24%","37.52%","52.14%","1.61%","14.16%","532947","BSE"
"Iris Mediaworks Ltd","19.50","19.50","19.60","19.05","12.75","0.01","2,465.23","","","0.13%","0.13%","0.37%","0.08%","0.09%","531337","BSE"
"ISMT Ltd.","13.35","13.84","16.35","12.75","7.55","-19.03","","","","-26.55%","-2.47%","4.25%","-11.79%","","532479","BSE"
"IST Ltd.","1,221.00","1,239.00","1,588.00","1,155.05","670.00","65.49","18.64","","","80.74%","66.37%","68.95%","15.00%","16.84%","508807","BSE"
"India Steel Works Limited","3.22","3.27","5.70","3.08","2.19","0.20","15.92","","","0.77%","0.56%","2.33%","1.43%","3.32%","513361","BSE"
"ITC Ltd","255.65","258.75","353.20","255.00","222.05","","","1.86","4.75","17.84%","25.45%","26.34%","19.47%","23.10%","500875","BSE"
"ITD Cementation India Ltd","207.00","210.80","234.90","205.00","141.40","4.41","46.99","0.14","0.30","1.56%","5.36%","6.82%","2.09%","9.09%","509496","BSE"
"ITI Limited","141.65","146.40","164.90","138.70","33.00","7.19","19.70","","","19.95%","6.35%","-1.58%","5.37%","32.79%","523610","BSE"
"ITL Industries Ltd","245.00","254.00","254.00","240.10","46.00","11.65","21.02","0.20","0.50","10.72%","-81.47%","-80.22%","11.92%","28.14%","522183","BSE"
"IVP Ltd","194.05","202.00","234.00","189.50","114.15","10.16","19.10","1.03","2.00","6.89%","10.04%","10.89%","9.36%","16.51%","507580","BSE"
"IVRCL Ltd","4.32","4.35","7.42","4.20","4.00","","","","","-32.50%","-25.99%","-6.47%","-5.70%","","530773","BSE"
"IVRCL Assets & Holdings Limited","37.05","","60.35","","20.75","11.45","3.24","","","","","","","","IVRCLAH","BSE"
